CustomerID,Recency,Frequency,Monetary,Country,Cluster,Segment
10544,125,14,1536.5,France,3,Champions
10545,251,1,53.94,EIRE,2,Lost/Hibernating
10546,7,8,712.74,EIRE,1,Loyal Spenders
10547,535,15,334.27,United Kingdom,0,At-Risk Spenders
10548,106,4,413.72999999999996,United Kingdom,0,At-Risk Spenders
10549,157,8,1272.25,United Kingdom,3,Champions
10550,252,51,3735.53,EIRE,3,Champions
10551,415,5,244.27,United Kingdom,0,At-Risk Spenders
10552,66,35,1041.44,United Kingdom,3,Champions
10553,58,7,237.91,EIRE,0,At-Risk Spenders
10554,16,10,738.88,United Kingdom,1,Loyal Spenders
10556,16,11,357.33,United Kingdom,1,Loyal Spenders
10557,17,15,1173.89,Spain,1,Loyal Spenders
10558,56,16,785.56,France,3,Champions
10559,3,31,676.31,United Kingdom,1,Loyal Spenders
10560,89,12,231.16,United Kingdom,0,At-Risk Spenders
10561,1,5,105.33,United Kingdom,1,Loyal Spenders
10562,7,10,224.43,France,1,Loyal Spenders
10563,41,52,1529.31,United Kingdom,3,Champions
10564,175,25,943.22,United Kingdom,3,Champions
10565,14,10,331.43,Spain,1,Loyal Spenders
10566,77,7,230.05,Germany,0,At-Risk Spenders
10568,6,19,3741.51,Spain,1,Loyal Spenders
10569,82,17,1173.61,EIRE,3,Champions
10570,497,8,383.57,United Kingdom,0,At-Risk Spenders
10571,371,1,15.42,France,2,Lost/Hibernating
10572,58,1,28.79,EIRE,2,Lost/Hibernating
10573,49,4,322.51,United Kingdom,0,At-Risk Spenders
10574,122,1,51.160000000000004,Netherlands,2,Lost/Hibernating
10575,34,13,804.38,Germany,1,Loyal Spenders
10576,107,1,154.59,France,2,Lost/Hibernating
10577,72,12,635.03,Netherlands,3,Champions
10578,24,5,223.23,EIRE,0,At-Risk Spenders
10579,222,4,111.75,United Kingdom,0,At-Risk Spenders
10580,104,2,370.78,Germany,0,At-Risk Spenders
10581,374,2,351.35,EIRE,0,At-Risk Spenders
10582,112,1,35.93,Netherlands,2,Lost/Hibernating
10583,345,5,863.49,United Kingdom,0,At-Risk Spenders
10584,5,7,306.53000000000003,Netherlands,1,Loyal Spenders
10585,394,9,223.94,Netherlands,0,At-Risk Spenders
10586,38,8,564.06,France,0,At-Risk Spenders
10587,306,11,293.03,Germany,0,At-Risk Spenders
10588,11,17,1192.6,EIRE,1,Loyal Spenders
10589,415,3,268.0,United Kingdom,0,At-Risk Spenders
10590,2,8,376.68,United Kingdom,1,Loyal Spenders
10591,147,4,214.87,Spain,0,At-Risk Spenders
10592,19,13,897.06,United Kingdom,1,Loyal Spenders
10593,148,4,315.85,United Kingdom,0,At-Risk Spenders
10594,11,5,110.85,United Kingdom,0,At-Risk Spenders
10595,658,1,30.509999999999998,Spain,2,Lost/Hibernating
10597,142,7,533.65,EIRE,0,At-Risk Spenders
10598,1,58,1649.6200000000001,United Kingdom,1,Loyal Spenders
10599,46,1,102.59,Netherlands,2,Lost/Hibernating
10600,63,3,126.38,United Kingdom,2,Lost/Hibernating
10601,634,4,276.67,Netherlands,0,At-Risk Spenders
10602,541,2,116.41,United Kingdom,2,Lost/Hibernating
10603,1,23,969.9399999999999,United Kingdom,1,Loyal Spenders
10605,46,6,230.48000000000002,Spain,0,At-Risk Spenders
10606,3,10,247.44,United Kingdom,1,Loyal Spenders
10607,245,19,383.86,Germany,3,Champions
10608,9,4,83.11,United Kingdom,0,At-Risk Spenders
10609,14,8,192.75,United Kingdom,0,At-Risk Spenders
10610,172,29,1520.58,Spain,3,Champions
10612,9,41,1094.01,Spain,1,Loyal Spenders
10613,14,28,1618.03,United Kingdom,1,Loyal Spenders
10614,246,3,416.54,Germany,0,At-Risk Spenders
10615,10,21,1302.32,United Kingdom,1,Loyal Spenders
10616,14,36,968.1,France,1,Loyal Spenders
10617,20,31,1031.62,United Kingdom,1,Loyal Spenders
10618,338,3,89.55,Netherlands,2,Lost/Hibernating
10619,138,8,383.92,Netherlands,0,At-Risk Spenders
10620,468,6,159.26,United Kingdom,0,At-Risk Spenders
10621,2,32,1467.21,EIRE,1,Loyal Spenders
10622,88,6,301.99,Spain,0,At-Risk Spenders
10623,160,11,579.44,United Kingdom,0,At-Risk Spenders
10624,311,7,312.0,Netherlands,0,At-Risk Spenders
10625,275,4,264.22,United Kingdom,0,At-Risk Spenders
10626,321,28,1930.45,United Kingdom,3,Champions
10627,79,4,119.19,France,0,At-Risk Spenders
10628,413,1,32.34,United Kingdom,2,Lost/Hibernating
10629,1,14,864.58,EIRE,1,Loyal Spenders
10630,11,19,680.83,France,1,Loyal Spenders
10631,498,5,354.49,United Kingdom,0,At-Risk Spenders
10632,57,2,188.6,United Kingdom,2,Lost/Hibernating
10633,11,16,815.3000000000001,Spain,1,Loyal Spenders
10634,222,13,580.14,EIRE,3,Champions
10635,592,4,224.47,Germany,0,At-Risk Spenders
10636,234,8,230.56,United Kingdom,0,At-Risk Spenders
10637,39,10,296.84000000000003,Netherlands,0,At-Risk Spenders
10638,110,19,485.37,Spain,3,Champions
10639,1,17,1119.55,United Kingdom,1,Loyal Spenders
10640,278,11,530.0,United Kingdom,0,At-Risk Spenders
10641,221,54,3646.41,United Kingdom,3,Champions
10642,468,4,86.99,United Kingdom,2,Lost/Hibernating
10643,261,14,787.45,France,3,Champions
10644,74,9,273.11,United Kingdom,0,At-Risk Spenders
10645,6,26,876.15,United Kingdom,1,Loyal Spenders
10646,275,19,882.04,United Kingdom,3,Champions
10648,110,3,146.39000000000001,United Kingdom,0,At-Risk Spenders
10649,82,7,393.51,United Kingdom,0,At-Risk Spenders
10650,92,11,362.41,France,0,At-Risk Spenders
10651,109,33,2932.45,Spain,3,Champions
10652,7,20,696.5699999999999,United Kingdom,1,Loyal Spenders
10653,8,9,1744.49,EIRE,1,Loyal Spenders
10654,83,3,186.73,EIRE,0,At-Risk Spenders
10655,108,14,2256.75,Germany,3,Champions
10656,443,1,23.27,Germany,2,Lost/Hibernating
10657,41,13,1214.61,United Kingdom,3,Champions
10658,26,6,182.38,EIRE,0,At-Risk Spenders
10659,233,11,252.0,United Kingdom,0,At-Risk Spenders
10660,338,5,281.39,Spain,0,At-Risk Spenders
10661,18,4,92.39,United Kingdom,0,At-Risk Spenders
10662,17,17,893.01,United Kingdom,1,Loyal Spenders
10663,379,9,499.84,Netherlands,0,At-Risk Spenders
10664,45,11,365.74,United Kingdom,0,At-Risk Spenders
10665,38,11,419.3,United Kingdom,0,At-Risk Spenders
10666,136,10,356.78000000000003,United Kingdom,0,At-Risk Spenders
10667,30,12,1528.3,United Kingdom,1,Loyal Spenders
10668,85,20,481.34000000000003,Netherlands,3,Champions
10669,561,5,130.92,Spain,0,At-Risk Spenders
10670,127,5,268.07,United Kingdom,0,At-Risk Spenders
10671,12,11,412.1,France,1,Loyal Spenders
10672,154,31,805.14,United Kingdom,3,Champions
10673,142,9,222.86,United Kingdom,0,At-Risk Spenders
10674,174,33,1076.44,Netherlands,3,Champions
10675,500,2,234.09,United Kingdom,2,Lost/Hibernating
10676,266,2,90.14,United Kingdom,2,Lost/Hibernating
10677,398,1,37.44,United Kingdom,2,Lost/Hibernating
10678,2,4,154.64,France,1,Loyal Spenders
10679,180,3,300.01,France,0,At-Risk Spenders
10680,9,18,1622.1,United Kingdom,1,Loyal Spenders
10681,82,12,1128.72,Netherlands,3,Champions
10682,23,3,188.78,Spain,0,At-Risk Spenders
10683,212,6,538.66,United Kingdom,0,At-Risk Spenders
10684,66,19,342.51,United Kingdom,0,At-Risk Spenders
10685,458,6,197.97,Netherlands,0,At-Risk Spenders
10686,17,8,593.0,United Kingdom,1,Loyal Spenders
10687,106,27,2847.17,France,3,Champions
10688,297,8,170.15,EIRE,0,At-Risk Spenders
10689,17,8,1007.1800000000001,Germany,1,Loyal Spenders
10690,74,11,678.19,United Kingdom,3,Champions
10691,413,9,222.79,Germany,0,At-Risk Spenders
10692,141,1,32.62,Spain,2,Lost/Hibernating
10693,85,11,514.15,United Kingdom,0,At-Risk Spenders
10694,519,4,114.46000000000001,France,2,Lost/Hibernating
10695,93,22,861.47,Germany,3,Champions
10696,4,12,297.21,United Kingdom,1,Loyal Spenders
10697,5,18,571.8,Germany,1,Loyal Spenders
10698,57,5,536.13,EIRE,0,At-Risk Spenders
10699,34,6,199.19,Netherlands,0,At-Risk Spenders
10700,302,10,236.56,Germany,0,At-Risk Spenders
10701,7,8,290.03000000000003,United Kingdom,1,Loyal Spenders
10702,395,8,293.86,France,0,At-Risk Spenders
10703,4,19,979.65,United Kingdom,1,Loyal Spenders
10704,80,28,2039.75,United Kingdom,3,Champions
10705,314,4,235.96,EIRE,0,At-Risk Spenders
10706,300,3,117.51,Netherlands,2,Lost/Hibernating
10707,121,29,1215.23,United Kingdom,3,Champions
10708,39,1,100.94999999999999,United Kingdom,2,Lost/Hibernating
10709,27,23,423.69,United Kingdom,1,Loyal Spenders
10710,174,5,174.61,France,0,At-Risk Spenders
10711,8,12,800.11,United Kingdom,1,Loyal Spenders
10712,64,2,66.57000000000001,Spain,2,Lost/Hibernating
10713,13,6,658.28,United Kingdom,1,Loyal Spenders
10714,1,9,361.82,Spain,1,Loyal Spenders
10715,480,20,717.93,United Kingdom,3,Champions
10716,2,30,1104.05,United Kingdom,1,Loyal Spenders
10717,118,14,1206.29,Germany,3,Champions
10718,1,22,1262.32,United Kingdom,1,Loyal Spenders
10719,2,47,2458.18,United Kingdom,1,Loyal Spenders
10720,407,4,149.63,United Kingdom,0,At-Risk Spenders
10721,14,8,735.46,Germany,1,Loyal Spenders
10722,189,6,536.67,United Kingdom,0,At-Risk Spenders
10723,291,2,79.29,Spain,2,Lost/Hibernating
10725,19,14,335.25,Netherlands,1,Loyal Spenders
10726,180,41,4422.56,France,3,Champions
10727,32,7,215.73000000000002,United Kingdom,0,At-Risk Spenders
10728,108,1,43.82,Spain,2,Lost/Hibernating
10729,1,53,1802.31,Germany,1,Loyal Spenders
10730,70,2,104.98,France,2,Lost/Hibernating
10731,357,2,53.74,Spain,2,Lost/Hibernating
10734,479,6,343.53999999999996,France,0,At-Risk Spenders
10735,351,11,397.96999999999997,EIRE,0,At-Risk Spenders
10736,1,31,923.9,United Kingdom,1,Loyal Spenders
10737,448,18,1628.67,Netherlands,3,Champions
10739,156,14,1152.81,United Kingdom,3,Champions
10740,43,17,363.18,France,0,At-Risk Spenders
10741,238,3,100.34,EIRE,2,Lost/Hibernating
10742,60,5,157.24,Netherlands,0,At-Risk Spenders
10743,15,26,821.99,United Kingdom,1,Loyal Spenders
10744,562,3,59.58,United Kingdom,2,Lost/Hibernating
10745,15,9,697.47,France,1,Loyal Spenders
10746,433,29,1372.95,Netherlands,3,Champions
10747,364,49,3905.12,France,3,Champions
10748,122,7,363.27,Spain,0,At-Risk Spenders
10749,472,15,459.88,Netherlands,3,Champions
10750,361,2,46.27,United Kingdom,2,Lost/Hibernating
10751,93,7,226.24,EIRE,0,At-Risk Spenders
10752,23,8,306.04,Germany,0,At-Risk Spenders
10753,96,13,326.6,France,0,At-Risk Spenders
10754,265,6,840.64,Germany,0,At-Risk Spenders
10755,308,1,19.81,France,2,Lost/Hibernating
10756,56,10,1666.31,United Kingdom,3,Champions
10757,2,22,947.59,United Kingdom,1,Loyal Spenders
10758,7,67,1293.15,Netherlands,1,Loyal Spenders
10759,37,3,179.83,Spain,0,At-Risk Spenders
10760,121,16,2628.96,Netherlands,3,Champions
10761,2,27,3650.58,United Kingdom,1,Loyal Spenders
10762,456,2,295.9,EIRE,0,At-Risk Spenders
10763,54,17,542.85,EIRE,3,Champions
10764,16,23,525.49,Spain,1,Loyal Spenders
10765,220,2,44.97,Spain,2,Lost/Hibernating
10766,267,3,92.50999999999999,Spain,2,Lost/Hibernating
10767,151,4,216.16,United Kingdom,0,At-Risk Spenders
10768,142,1,25.46,United Kingdom,2,Lost/Hibernating
10769,465,4,431.8,United Kingdom,0,At-Risk Spenders
10770,177,15,501.72,Germany,3,Champions
10771,322,7,702.41,EIRE,0,At-Risk Spenders
10772,3,81,6439.27,Spain,1,Loyal Spenders
10773,161,1,46.72,United Kingdom,2,Lost/Hibernating
10774,53,4,155.07999999999998,Germany,0,At-Risk Spenders
10775,2,8,637.41,United Kingdom,1,Loyal Spenders
10777,187,1,27.08,EIRE,2,Lost/Hibernating
10778,9,10,685.67,United Kingdom,1,Loyal Spenders
10779,130,47,6223.85,United Kingdom,3,Champions
10780,173,10,460.06,Netherlands,0,At-Risk Spenders
10781,243,12,370.42,United Kingdom,0,At-Risk Spenders
10782,9,5,106.41,EIRE,0,At-Risk Spenders
10783,346,3,129.25,United Kingdom,2,Lost/Hibernating
10784,663,10,826.5600000000001,Netherlands,3,Champions
10785,197,17,839.51,EIRE,3,Champions
10786,32,5,650.59,Spain,0,At-Risk Spenders
10788,13,5,177.1,United Kingdom,0,At-Risk Spenders
10789,132,3,79.47,EIRE,2,Lost/Hibernating
10790,207,19,438.7,United Kingdom,3,Champions
10791,53,15,1436.27,United Kingdom,3,Champions
10792,128,1,112.11,Spain,2,Lost/Hibernating
10794,201,43,768.93,United Kingdom,3,Champions
10795,309,1,46.699999999999996,United Kingdom,2,Lost/Hibernating
10796,23,4,207.32999999999998,United Kingdom,0,At-Risk Spenders
10797,15,13,544.18,France,1,Loyal Spenders
10798,43,9,408.96,Netherlands,0,At-Risk Spenders
10799,61,10,276.72,Spain,0,At-Risk Spenders
10800,248,11,492.72,Germany,0,At-Risk Spenders
10801,279,22,1273.7,Germany,3,Champions
10802,386,1,162.36,Netherlands,2,Lost/Hibernating
10804,34,10,1037.08,Germany,1,Loyal Spenders
10806,62,4,279.28,United Kingdom,0,At-Risk Spenders
10808,11,100,3855.76,United Kingdom,1,Loyal Spenders
10809,11,10,320.43,France,1,Loyal Spenders
10810,195,2,55.04,France,2,Lost/Hibernating
10811,59,8,1017.36,EIRE,3,Champions
10812,51,1,95.88,France,2,Lost/Hibernating
10813,60,8,584.02,France,0,At-Risk Spenders
10814,23,1,14.13,France,2,Lost/Hibernating
10815,2,21,503.11,France,1,Loyal Spenders
10816,29,5,113.56,EIRE,0,At-Risk Spenders
10817,27,25,859.69,France,1,Loyal Spenders
10818,198,4,299.06,France,0,At-Risk Spenders
10819,198,6,126.66,EIRE,0,At-Risk Spenders
10820,655,7,275.15999999999997,EIRE,0,At-Risk Spenders
10821,54,5,469.49,Spain,0,At-Risk Spenders
10822,122,4,216.89,France,0,At-Risk Spenders
10823,4,36,2596.8,France,1,Loyal Spenders
10824,567,8,483.23,Netherlands,0,At-Risk Spenders
10825,565,1,56.83,France,2,Lost/Hibernating
10826,356,26,856.02,France,3,Champions
10827,38,23,1873.77,Spain,3,Champions
10828,503,1,70.65,United Kingdom,2,Lost/Hibernating
10829,179,4,185.2,EIRE,0,At-Risk Spenders
10831,45,65,1595.28,Netherlands,3,Champions
10832,52,95,6890.23,EIRE,3,Champions
10833,3,1,21.45,United Kingdom,2,Lost/Hibernating
10835,180,2,38.53,EIRE,2,Lost/Hibernating
10836,234,11,245.87,EIRE,0,At-Risk Spenders
10837,497,5,227.1,EIRE,0,At-Risk Spenders
10838,102,14,362.75,United Kingdom,0,At-Risk Spenders
10839,24,67,5040.83,France,3,Champions
10840,48,5,330.74,Germany,0,At-Risk Spenders
10841,8,52,2138.17,Germany,1,Loyal Spenders
10842,42,8,320.77,Germany,0,At-Risk Spenders
10843,16,24,4619.04,EIRE,1,Loyal Spenders
10844,495,3,95.29,Netherlands,2,Lost/Hibernating
10845,31,26,1051.76,Spain,1,Loyal Spenders
10846,266,26,682.83,France,3,Champions
10847,75,37,2795.02,France,3,Champions
10848,9,5,847.02,United Kingdom,1,Loyal Spenders
10849,4,23,991.7,Spain,1,Loyal Spenders
10850,367,3,115.29,Spain,2,Lost/Hibernating
10851,74,5,432.79,United Kingdom,0,At-Risk Spenders
10852,278,35,2352.54,United Kingdom,3,Champions
10853,88,1,27.560000000000002,Netherlands,2,Lost/Hibernating
10854,301,8,603.21,Spain,0,At-Risk Spenders
10855,266,1,48.620000000000005,France,2,Lost/Hibernating
10856,174,7,816.41,United Kingdom,0,At-Risk Spenders
10857,153,22,1140.14,Netherlands,3,Champions
10858,103,17,610.79,France,3,Champions
10859,300,16,613.33,Netherlands,3,Champions
10860,131,11,327.84,France,0,At-Risk Spenders
10861,112,2,83.87,EIRE,2,Lost/Hibernating
10862,76,7,192.67,Netherlands,0,At-Risk Spenders
10863,457,4,215.53,United Kingdom,0,At-Risk Spenders
10864,119,5,154.46,Germany,0,At-Risk Spenders
10865,13,2,40.99,United Kingdom,2,Lost/Hibernating
10866,4,21,884.9,United Kingdom,1,Loyal Spenders
10867,125,6,193.3,Germany,0,At-Risk Spenders
10868,47,16,396.71,Spain,0,At-Risk Spenders
10869,258,6,319.55,EIRE,0,At-Risk Spenders
10870,585,3,228.38,United Kingdom,0,At-Risk Spenders
10871,176,22,2758.77,Germany,3,Champions
10873,102,19,1001.2,Netherlands,3,Champions
10874,1,10,813.44,Spain,1,Loyal Spenders
10876,39,6,126.15,France,0,At-Risk Spenders
10877,423,12,426.26,France,0,At-Risk Spenders
10878,119,13,734.82,United Kingdom,3,Champions
10879,284,3,68.96,EIRE,2,Lost/Hibernating
10880,5,5,247.99,United Kingdom,1,Loyal Spenders
10881,3,59,2057.07,EIRE,1,Loyal Spenders
10882,12,16,708.23,Netherlands,1,Loyal Spenders
10884,186,30,1909.35,United Kingdom,3,Champions
10886,349,38,1188.89,United Kingdom,3,Champions
10887,61,9,594.68,EIRE,0,At-Risk Spenders
10888,20,11,676.6,EIRE,1,Loyal Spenders
10889,174,4,195.59,EIRE,0,At-Risk Spenders
10890,117,5,194.22,United Kingdom,0,At-Risk Spenders
10891,336,5,303.14,United Kingdom,0,At-Risk Spenders
10892,152,37,903.69,EIRE,3,Champions
10893,11,25,940.0,United Kingdom,1,Loyal Spenders
10894,2,13,544.52,United Kingdom,1,Loyal Spenders
10895,62,8,315.56,Netherlands,0,At-Risk Spenders
10896,386,14,1022.43,EIRE,3,Champions
10897,400,1,98.22999999999999,France,2,Lost/Hibernating
10898,8,19,745.46,United Kingdom,1,Loyal Spenders
10899,21,4,242.5,Spain,0,At-Risk Spenders
10900,423,13,529.49,United Kingdom,3,Champions
10901,94,15,895.24,Spain,3,Champions
10902,325,11,862.08,Spain,3,Champions
10903,301,13,699.51,EIRE,3,Champions
10904,229,4,81.65,United Kingdom,2,Lost/Hibernating
10905,79,4,391.36,Netherlands,0,At-Risk Spenders
10907,94,29,2849.03,United Kingdom,3,Champions
10908,181,9,307.9,Germany,0,At-Risk Spenders
10909,25,21,1939.26,France,1,Loyal Spenders
10911,6,35,1388.93,EIRE,1,Loyal Spenders
10912,220,5,193.92000000000002,Germany,0,At-Risk Spenders
10913,265,25,630.92,Spain,3,Champions
10914,346,13,485.59000000000003,EIRE,0,At-Risk Spenders
10915,166,9,500.58,EIRE,0,At-Risk Spenders
10917,320,9,367.81,EIRE,0,At-Risk Spenders
10918,30,5,117.27,France,0,At-Risk Spenders
10919,543,2,59.51,EIRE,2,Lost/Hibernating
10920,11,29,1473.48,United Kingdom,1,Loyal Spenders
10921,595,5,202.03,United Kingdom,0,At-Risk Spenders
10922,371,2,143.51,France,2,Lost/Hibernating
10923,293,18,521.64,United Kingdom,3,Champions
10924,49,2,35.6,United Kingdom,2,Lost/Hibernating
10925,125,6,219.22,EIRE,0,At-Risk Spenders
10926,20,22,1394.36,Germany,1,Loyal Spenders
10927,2,50,2350.46,United Kingdom,1,Loyal Spenders
10928,240,5,170.19,United Kingdom,0,At-Risk Spenders
10929,26,17,938.8199999999999,EIRE,1,Loyal Spenders
10930,27,4,228.74,France,0,At-Risk Spenders
10931,174,3,296.3,Germany,0,At-Risk Spenders
10932,186,31,1140.84,EIRE,3,Champions
10933,279,1,217.6,Spain,2,Lost/Hibernating
10934,172,4,1140.28,United Kingdom,0,At-Risk Spenders
10935,61,6,250.31,Spain,0,At-Risk Spenders
10936,40,20,1568.67,EIRE,3,Champions
10937,23,22,843.76,United Kingdom,1,Loyal Spenders
10938,3,22,631.07,United Kingdom,1,Loyal Spenders
10939,90,48,1291.42,United Kingdom,3,Champions
10940,95,7,1895.71,Netherlands,3,Champions
10941,203,40,1293.51,Netherlands,3,Champions
10942,172,2,258.56,Netherlands,0,At-Risk Spenders
10943,12,14,1136.58,EIRE,1,Loyal Spenders
10944,156,14,1434.36,EIRE,3,Champions
10945,383,9,408.78,United Kingdom,0,At-Risk Spenders
10947,412,4,112.13,France,2,Lost/Hibernating
10948,312,3,112.73,United Kingdom,2,Lost/Hibernating
10949,530,2,29.55,Germany,2,Lost/Hibernating
10950,22,23,927.74,Netherlands,1,Loyal Spenders
10951,7,21,2322.81,United Kingdom,1,Loyal Spenders
10953,1,64,5489.45,France,1,Loyal Spenders
10954,320,19,1936.78,United Kingdom,3,Champions
10955,390,7,166.84,Germany,0,At-Risk Spenders
10956,18,41,957.56,United Kingdom,1,Loyal Spenders
10957,11,59,7061.78,United Kingdom,1,Loyal Spenders
10958,74,6,220.0,United Kingdom,0,At-Risk Spenders
10959,94,45,1021.31,United Kingdom,3,Champions
10960,91,1,27.88,France,2,Lost/Hibernating
10961,13,21,1900.68,EIRE,1,Loyal Spenders
10962,8,41,1177.96,EIRE,1,Loyal Spenders
10963,370,1,23.55,Germany,2,Lost/Hibernating
10964,8,16,502.88,United Kingdom,1,Loyal Spenders
10965,125,1,27.65,Germany,2,Lost/Hibernating
10966,22,8,510.5,Spain,1,Loyal Spenders
10967,2,7,487.85,France,1,Loyal Spenders
10969,286,42,1729.1000000000001,United Kingdom,3,Champions
10970,222,2,52.709999999999994,Spain,2,Lost/Hibernating
10971,260,6,218.68,United Kingdom,0,At-Risk Spenders
10972,150,1,33.67,Spain,2,Lost/Hibernating
10973,60,3,88.33,Netherlands,2,Lost/Hibernating
10974,2,1,36.87,United Kingdom,2,Lost/Hibernating
10975,84,2,116.16,United Kingdom,2,Lost/Hibernating
10976,75,5,165.87,United Kingdom,0,At-Risk Spenders
10977,137,2,50.68,Spain,2,Lost/Hibernating
10978,18,3,79.96000000000001,United Kingdom,2,Lost/Hibernating
10979,34,4,70.21000000000001,United Kingdom,2,Lost/Hibernating
10980,2,5,110.25,EIRE,1,Loyal Spenders
10981,121,8,238.67,Netherlands,0,At-Risk Spenders
10982,395,7,279.15,Germany,0,At-Risk Spenders
10983,352,2,140.2,United Kingdom,2,Lost/Hibernating
10984,246,8,236.89000000000001,France,0,At-Risk Spenders
10985,501,2,60.22,EIRE,2,Lost/Hibernating
10986,5,13,586.81,Netherlands,1,Loyal Spenders
10987,482,11,432.17,EIRE,0,At-Risk Spenders
10988,341,4,127.27,Netherlands,0,At-Risk Spenders
10989,49,50,4001.09,France,3,Champions
10990,276,2,120.59,United Kingdom,2,Lost/Hibernating
10991,4,22,991.12,EIRE,1,Loyal Spenders
10992,1,41,968.04,United Kingdom,1,Loyal Spenders
10993,121,1,25.79,United Kingdom,2,Lost/Hibernating
10994,2,16,864.04,United Kingdom,1,Loyal Spenders
10995,6,20,886.41,Spain,1,Loyal Spenders
10996,28,4,434.78,EIRE,0,At-Risk Spenders
10997,267,16,690.87,United Kingdom,3,Champions
10998,3,10,282.61,Netherlands,1,Loyal Spenders
10999,1,6,451.9,France,1,Loyal Spenders
11000,122,3,227.98,Germany,0,At-Risk Spenders
11001,155,16,586.3,Netherlands,3,Champions
11002,379,5,109.56,Spain,0,At-Risk Spenders
11003,255,47,3096.94,Spain,3,Champions
11004,617,2,72.58,EIRE,2,Lost/Hibernating
11005,543,3,142.76,United Kingdom,2,Lost/Hibernating
11006,41,3,702.91,Netherlands,0,At-Risk Spenders
11007,36,2,137.51,EIRE,2,Lost/Hibernating
11008,298,3,100.51,France,2,Lost/Hibernating
11009,7,33,1130.01,EIRE,1,Loyal Spenders
11010,322,7,223.66,Spain,0,At-Risk Spenders
11011,338,34,1075.63,United Kingdom,3,Champions
11012,4,14,1086.62,EIRE,1,Loyal Spenders
11013,305,5,319.54,Spain,0,At-Risk Spenders
11014,126,9,477.63,United Kingdom,0,At-Risk Spenders
11015,286,15,651.98,Spain,3,Champions
11016,42,6,159.1,EIRE,0,At-Risk Spenders
11017,6,24,4852.91,Spain,1,Loyal Spenders
11018,22,19,928.49,Spain,1,Loyal Spenders
11019,293,17,722.11,United Kingdom,3,Champions
11020,1,16,543.22,United Kingdom,1,Loyal Spenders
11021,103,23,1032.95,United Kingdom,3,Champions
11022,63,5,95.24,United Kingdom,0,At-Risk Spenders
11023,66,21,2543.32,United Kingdom,3,Champions
11024,464,8,344.45,Netherlands,0,At-Risk Spenders
11025,69,2,40.68,Germany,2,Lost/Hibernating
11027,77,10,323.46,France,0,At-Risk Spenders
11028,49,3,317.39,United Kingdom,0,At-Risk Spenders
11029,433,16,636.54,United Kingdom,3,Champions
11030,5,11,493.63,United Kingdom,1,Loyal Spenders
11031,44,3,115.19,France,2,Lost/Hibernating
11032,48,12,460.59999999999997,Spain,0,At-Risk Spenders
11033,163,13,794.72,United Kingdom,3,Champions
11034,22,5,242.35,Spain,0,At-Risk Spenders
11035,185,13,936.25,United Kingdom,3,Champions
11036,100,6,275.05,France,0,At-Risk Spenders
11037,11,6,201.91,Spain,0,At-Risk Spenders
11038,120,1,77.28,Spain,2,Lost/Hibernating
11039,178,1,40.25,Spain,2,Lost/Hibernating
11040,14,6,274.32,Germany,0,At-Risk Spenders
11041,2,12,378.54,Germany,1,Loyal Spenders
11042,234,2,85.63,Netherlands,2,Lost/Hibernating
11044,190,5,156.76,United Kingdom,0,At-Risk Spenders
11045,407,2,66.84,Spain,2,Lost/Hibernating
11046,211,12,743.25,EIRE,3,Champions
11047,518,5,189.23,EIRE,0,At-Risk Spenders
11048,5,31,1599.04,United Kingdom,1,Loyal Spenders
11049,24,48,5550.38,France,3,Champions
11050,14,10,318.33,United Kingdom,1,Loyal Spenders
11051,25,8,1156.98,Netherlands,1,Loyal Spenders
11053,174,1,157.34,Germany,2,Lost/Hibernating
11054,80,27,919.99,France,3,Champions
11055,59,29,903.86,Netherlands,3,Champions
11056,14,48,2073.63,France,1,Loyal Spenders
11057,170,14,373.56,United Kingdom,0,At-Risk Spenders
11058,207,11,796.52,United Kingdom,3,Champions
11059,484,2,98.01,United Kingdom,2,Lost/Hibernating
11060,23,5,141.0,Netherlands,0,At-Risk Spenders
11061,249,1,57.019999999999996,United Kingdom,2,Lost/Hibernating
11062,4,42,1673.04,Spain,1,Loyal Spenders
11064,76,14,1819.41,Germany,3,Champions
11065,310,5,152.08,Germany,0,At-Risk Spenders
11066,202,8,652.0,Spain,0,At-Risk Spenders
11067,1,15,504.95,United Kingdom,1,Loyal Spenders
11068,5,15,825.51,EIRE,1,Loyal Spenders
11069,461,9,230.39,Netherlands,0,At-Risk Spenders
11070,46,11,476.03000000000003,France,0,At-Risk Spenders
11071,232,12,289.04,United Kingdom,0,At-Risk Spenders
11072,22,22,1348.3,France,1,Loyal Spenders
11074,81,19,1627.99,United Kingdom,3,Champions
11075,24,24,1362.24,United Kingdom,1,Loyal Spenders
11077,316,26,1209.56,EIRE,3,Champions
11078,62,2,34.13,EIRE,2,Lost/Hibernating
11079,35,6,342.21000000000004,United Kingdom,0,At-Risk Spenders
11080,506,8,216.69,Spain,0,At-Risk Spenders
11081,120,3,143.98,Netherlands,0,At-Risk Spenders
11082,3,7,265.34000000000003,Germany,1,Loyal Spenders
11083,21,18,1072.05,United Kingdom,1,Loyal Spenders
11084,250,4,142.51,Germany,0,At-Risk Spenders
11085,219,7,202.21,United Kingdom,0,At-Risk Spenders
11086,247,11,1987.58,United Kingdom,3,Champions
11087,55,27,904.45,Netherlands,3,Champions
11088,407,9,324.17,Spain,0,At-Risk Spenders
