InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-28 09:41,1.48,11133,EIRE
550704,22197,POPCORN HOLDER,9,2024-12-28 09:41,0.73,11133,EIRE
550704,22469,HEART OF WICKER SMALL,4,2024-12-28 09:41,1.63,11133,EIRE
541756,21931,JUMBO STORAGE BAG SUKI,9,2024-12-28 10:00,2.17,10427,EIRE
541756,20728,LUNCH BAG CARS BLUE,13,2024-12-28 10:00,1.52,10427,EIRE
541756,21212,PACK OF 72 RETROSPOT PAPER  CASES,43,2024-12-28 10:00,0.45,10427,EIRE
541541,20727,LUNCH BAG BLACK SKULL,2,2024-12-28 13:34,1.6,10409,Spain
541541,22469,HEART OF WICKER SMALL,2,2024-12-28 13:34,1.47,10409,Spain
541541,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-28 13:34,14.0,10409,Spain
541541,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-28 13:34,3.08,10409,Spain
541541,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2024-12-28 13:34,1.63,10409,Spain
541541,20725,LUNCH BAG RED RETROSPOT,2,2024-12-28 13:34,1.53,10409,Spain
541541,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2024-12-28 13:34,3.33,10409,Spain
541757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-12-28 14:28,1.34,10427,EIRE
541757,22457,NATURAL SLATE HEART MEMO BOARD,4,2024-12-28 14:28,3.45,10427,EIRE
541757,21731,RED TOADSTOOL LED NIGHT LIGHT,10,2024-12-28 14:28,1.43,10427,EIRE
541757,22469,HEART OF WICKER SMALL,9,2024-12-28 14:28,1.48,10427,EIRE
541758,20725,LUNCH BAG RED RETROSPOT,13,2024-12-28 14:49,1.63,10427,EIRE
541758,22457,NATURAL SLATE HEART MEMO BOARD,7,2024-12-28 14:49,3.05,10427,EIRE
541758,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2024-12-28 14:49,3.1,10427,EIRE
541758,20727,LUNCH BAG BLACK SKULL,13,2024-12-28 14:49,1.63,10427,EIRE
541758,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2024-12-28 14:49,5.08,10427,EIRE
541758,21731,RED TOADSTOOL LED NIGHT LIGHT,13,2024-12-28 14:49,1.59,10427,EIRE
547136,20725,LUNCH BAG RED RETROSPOT,7,2024-12-28 15:33,1.62,10852,United Kingdom
547136,21731,RED TOADSTOOL LED NIGHT LIGHT,7,2024-12-28 15:33,1.62,10852,United Kingdom
547136,85099B,JUMBO BAG RED RETROSPOT,6,2024-12-28 15:33,1.82,10852,United Kingdom
547136,47566,PARTY BUNTING,2,2024-12-28 15:33,5.35,10852,United Kingdom
547136,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-28 15:33,13.03,10852,United Kingdom
547136,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-12-28 15:33,5.78,10852,United Kingdom
547136,22556,PLASTERS IN TIN CIRCUS PARADE,6,2024-12-28 15:33,1.73,10852,United Kingdom
541378,20727,LUNCH BAG BLACK SKULL,5,2024-12-28 17:21,1.57,10396,Spain
541378,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2024-12-28 17:21,2.62,10396,Spain
541378,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-12-28 17:21,2.41,10396,Spain
541378,21931,JUMBO STORAGE BAG SUKI,3,2024-12-28 17:21,2.25,10396,Spain
537650,21931,JUMBO STORAGE BAG SUKI,2,2024-12-28 20:35,2.19,10105,France
537650,22197,POPCORN HOLDER,5,2024-12-28 20:35,0.76,10105,France
537650,22556,PLASTERS IN TIN CIRCUS PARADE,2,2024-12-28 20:35,1.88,10105,France
537650,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-12-28 20:35,2.1,10105,France
537650,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-28 20:35,3.53,10105,France
538175,22383,LUNCH BAG SUKI DESIGN,7,2024-12-28 23:13,1.58,10147,Spain
538175,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2024-12-28 23:13,1.73,10147,Spain
545781,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2024-12-28 23:18,1.96,10758,Netherlands
545781,21931,JUMBO STORAGE BAG SUKI,1,2024-12-28 23:18,2.27,10758,Netherlands
545781,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-28 23:18,5.28,10758,Netherlands
545781,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2024-12-28 23:18,1.32,10758,Netherlands
545781,22556,PLASTERS IN TIN CIRCUS PARADE,1,2024-12-28 23:18,1.99,10758,Netherlands
545781,20727,LUNCH BAG BLACK SKULL,1,2024-12-28 23:18,1.62,10758,Netherlands
545781,85099B,JUMBO BAG RED RETROSPOT,1,2024-12-28 23:18,1.99,10758,Netherlands
545781,20725,LUNCH BAG RED RETROSPOT,1,2024-12-28 23:18,1.58,10758,Netherlands
537839,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2024-12-28 23:35,2.85,10120,Netherlands
537839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-28 23:35,2.83,10120,Netherlands
537839,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2024-12-28 23:35,5.37,10120,Netherlands
547374,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2024-12-29 04:11,3.0,10877,France
547374,22556,PLASTERS IN TIN CIRCUS PARADE,10,2024-12-29 04:11,1.74,10877,France
541492,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2024-12-29 05:33,1.38,10402,United Kingdom
541492,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2024-12-29 05:33,2.96,10402,United Kingdom
541492,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-29 05:33,5.79,10402,United Kingdom
541492,47566,PARTY BUNTING,1,2024-12-29 05:33,4.64,10402,United Kingdom
541492,22469,HEART OF WICKER SMALL,3,2024-12-29 05:33,1.53,10402,United Kingdom
549295,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2024-12-29 05:42,2.06,11019,United Kingdom
549295,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2024-12-29 05:42,1.43,11019,United Kingdom
549295,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-29 05:42,12.88,11019,United Kingdom
549295,47566,PARTY BUNTING,1,2024-12-29 05:42,5.68,11019,United Kingdom
549295,21931,JUMBO STORAGE BAG SUKI,3,2024-12-29 05:42,2.4,11019,United Kingdom
549295,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-29 05:42,5.9,11019,United Kingdom
545317,85099B,JUMBO BAG RED RETROSPOT,12,2024-12-29 06:34,2.02,10721,Germany
545317,20727,LUNCH BAG BLACK SKULL,16,2024-12-29 06:34,1.55,10721,Germany
545317,22556,PLASTERS IN TIN CIRCUS PARADE,15,2024-12-29 06:34,1.68,10721,Germany
542368,22960,JAM MAKING SET WITH JARS,3,2024-12-29 07:38,4.08,10474,EIRE
544925,22383,LUNCH BAG SUKI DESIGN,8,2024-12-29 08:09,1.54,10691,Germany
544925,22556,PLASTERS IN TIN CIRCUS PARADE,6,2024-12-29 08:09,2.05,10691,Germany
551200,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-29 09:41,5.79,11173,United Kingdom
551200,22457,NATURAL SLATE HEART MEMO BOARD,2,2024-12-29 09:41,3.52,11173,United Kingdom
551200,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-29 09:41,1.32,11173,United Kingdom
551200,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,2024-12-29 09:41,1.67,11173,United Kingdom
551045,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2024-12-29 11:39,3.27,11161,United Kingdom
551045,22457,NATURAL SLATE HEART MEMO BOARD,3,2024-12-29 11:39,3.02,11161,United Kingdom
551342,20725,LUNCH BAG RED RETROSPOT,3,2024-12-29 11:49,1.6,11185,Spain
551342,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2024-12-29 11:49,1.69,11185,Spain
551342,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-29 11:49,11.96,11185,Spain
551342,85099B,JUMBO BAG RED RETROSPOT,3,2024-12-29 11:49,1.88,11185,Spain
551342,22197,POPCORN HOLDER,7,2024-12-29 11:49,0.75,11185,Spain
546234,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2024-12-29 13:35,1.96,10794,United Kingdom
546234,47566,PARTY BUNTING,1,2024-12-29 13:35,4.33,10794,United Kingdom
546234,22197,POPCORN HOLDER,3,2024-12-29 13:35,0.82,10794,United Kingdom
546234,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-29 13:35,3.55,10794,United Kingdom
546234,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2024-12-29 13:35,1.34,10794,United Kingdom
546234,22469,HEART OF WICKER SMALL,1,2024-12-29 13:35,1.47,10794,United Kingdom
547927,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-29 14:36,13.44,10920,United Kingdom
547927,21931,JUMBO STORAGE BAG SUKI,5,2024-12-29 14:36,2.42,10920,United Kingdom
547927,22469,HEART OF WICKER SMALL,7,2024-12-29 14:36,1.63,10920,United Kingdom
547927,20725,LUNCH BAG RED RETROSPOT,8,2024-12-29 14:36,1.5,10920,United Kingdom
541615,85099B,JUMBO BAG RED RETROSPOT,4,2024-12-29 15:22,1.71,10411,United Kingdom
541615,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-29 15:22,5.35,10411,United Kingdom
541615,20728,LUNCH BAG CARS BLUE,4,2024-12-29 15:22,1.58,10411,United Kingdom
541615,21931,JUMBO STORAGE BAG SUKI,3,2024-12-29 15:22,2.05,10411,United Kingdom
541615,22383,LUNCH BAG SUKI DESIGN,4,2024-12-29 15:22,1.51,10411,United Kingdom
541615,21212,PACK OF 72 RETROSPOT PAPER  CASES,12,2024-12-29 15:22,0.52,10411,United Kingdom
541615,47566,PARTY BUNTING,1,2024-12-29 15:22,4.73,10411,United Kingdom
541615,22556,PLASTERS IN TIN CIRCUS PARADE,3,2024-12-29 15:22,2.02,10411,United Kingdom
551187,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2024-12-29 18:17,3.14,11172,EIRE
551187,47566,PARTY BUNTING,1,2024-12-29 18:17,4.15,11172,EIRE
551187,22457,NATURAL SLATE HEART MEMO BOARD,2,2024-12-29 18:17,3.07,11172,EIRE
540882,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-29 22:55,12.77,10367,EIRE
540882,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2024-12-29 22:55,1.49,10367,EIRE
540882,22383,LUNCH BAG SUKI DESIGN,8,2024-12-29 22:55,1.49,10367,EIRE
540882,22469,HEART OF WICKER SMALL,7,2024-12-29 22:55,1.59,10367,EIRE
542031,21212,PACK OF 72 RETROSPOT PAPER  CASES,13,2024-12-29 23:04,0.45,10446,France
542031,20728,LUNCH BAG CARS BLUE,4,2024-12-29 23:04,1.47,10446,France
542031,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2024-12-29 23:04,2.08,10446,France
542031,22556,PLASTERS IN TIN CIRCUS PARADE,3,2024-12-29 23:04,1.89,10446,France
542031,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2024-12-29 23:04,1.54,10446,France
542031,21931,JUMBO STORAGE BAG SUKI,3,2024-12-29 23:04,2.06,10446,France
542031,22960,JAM MAKING SET WITH JARS,1,2024-12-29 23:04,4.2,10446,France
540978,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2024-12-30 00:37,1.95,10373,Spain
540978,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2024-12-30 00:37,3.03,10373,Spain
540978,47566,PARTY BUNTING,1,2024-12-30 00:37,5.77,10373,Spain
540978,22469,HEART OF WICKER SMALL,1,2024-12-30 00:37,1.45,10373,Spain
540978,20728,LUNCH BAG CARS BLUE,1,2024-12-30 00:37,1.57,10373,Spain
540978,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-30 00:37,3.0,10373,Spain
540978,20727,LUNCH BAG BLACK SKULL,1,2024-12-30 00:37,1.59,10373,Spain
540063,85099B,JUMBO BAG RED RETROSPOT,3,2024-12-30 01:52,1.78,10296,EIRE
540063,21931,JUMBO STORAGE BAG SUKI,2,2024-12-30 01:52,2.29,10296,EIRE
540063,47566,PARTY BUNTING,1,2024-12-30 01:52,5.9,10296,EIRE
540063,22556,PLASTERS IN TIN CIRCUS PARADE,3,2024-12-30 01:52,1.94,10296,EIRE
540063,20728,LUNCH BAG CARS BLUE,3,2024-12-30 01:52,1.6,10296,EIRE
539731,22960,JAM MAKING SET WITH JARS,3,2024-12-30 03:18,3.92,10274,EIRE
539731,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2024-12-30 03:18,3.31,10274,EIRE
548840,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-12-30 04:09,5.16,10987,EIRE
541736,22556,PLASTERS IN TIN CIRCUS PARADE,4,2024-12-30 05:41,1.73,10425,United Kingdom
541736,20728,LUNCH BAG CARS BLUE,4,2024-12-30 05:41,1.49,10425,United Kingdom
541736,22457,NATURAL SLATE HEART MEMO BOARD,2,2024-12-30 05:41,3.43,10425,United Kingdom
541736,21931,JUMBO STORAGE BAG SUKI,3,2024-12-30 05:41,2.06,10425,United Kingdom
541736,22197,POPCORN HOLDER,7,2024-12-30 05:41,0.84,10425,United Kingdom
541736,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2024-12-30 05:41,1.83,10425,United Kingdom
546078,22086,PAPER CHAIN KIT 50'S CHRISTMAS,41,2024-12-30 05:51,3.18,10779,United Kingdom
539732,21931,JUMBO STORAGE BAG SUKI,5,2024-12-30 06:35,2.37,10274,EIRE
539732,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2024-12-30 06:35,2.58,10274,EIRE
539732,22383,LUNCH BAG SUKI DESIGN,7,2024-12-30 06:35,1.61,10274,EIRE
539732,20727,LUNCH BAG BLACK SKULL,7,2024-12-30 06:35,1.61,10274,EIRE
548213,20725,LUNCH BAG RED RETROSPOT,5,2024-12-30 06:38,1.52,10939,United Kingdom
548213,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2024-12-30 06:38,3.36,10939,United Kingdom
548213,22457,NATURAL SLATE HEART MEMO BOARD,2,2024-12-30 06:38,3.15,10939,United Kingdom
548213,22469,HEART OF WICKER SMALL,5,2024-12-30 06:38,1.58,10939,United Kingdom
539127,22960,JAM MAKING SET WITH JARS,2,2024-12-30 06:40,3.88,10232,Netherlands
539127,85099B,JUMBO BAG RED RETROSPOT,5,2024-12-30 06:40,1.81,10232,Netherlands
539127,22197,POPCORN HOLDER,12,2024-12-30 06:40,0.76,10232,Netherlands
539127,20725,LUNCH BAG RED RETROSPOT,6,2024-12-30 06:40,1.65,10232,Netherlands
539127,20728,LUNCH BAG CARS BLUE,6,2024-12-30 06:40,1.49,10232,Netherlands
539127,22457,NATURAL SLATE HEART MEMO BOARD,3,2024-12-30 06:40,3.03,10232,Netherlands
539127,21931,JUMBO STORAGE BAG SUKI,5,2024-12-30 06:40,2.07,10232,Netherlands
543326,85099B,JUMBO BAG RED RETROSPOT,14,2024-12-30 09:18,1.76,10552,United Kingdom
544538,22457,NATURAL SLATE HEART MEMO BOARD,17,2024-12-30 10:01,3.11,10653,EIRE
544538,85099B,JUMBO BAG RED RETROSPOT,28,2024-12-30 10:01,1.85,10653,EIRE
544538,22554,PLASTERS IN TIN WOODLAND ANIMALS,27,2024-12-30 10:01,1.95,10653,EIRE
544538,21212,PACK OF 72 RETROSPOT PAPER  CASES,106,2024-12-30 10:01,0.49,10653,EIRE
544538,47566,PARTY BUNTING,10,2024-12-30 10:01,5.19,10653,EIRE
536593,20728,LUNCH BAG CARS BLUE,2,2024-12-30 10:15,1.51,10025,United Kingdom
536593,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 10:15,12.43,10025,United Kingdom
536593,22197,POPCORN HOLDER,4,2024-12-30 10:15,0.84,10025,United Kingdom
536593,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2024-12-30 10:15,3.08,10025,United Kingdom
536593,85099B,JUMBO BAG RED RETROSPOT,2,2024-12-30 10:15,1.69,10025,United Kingdom
536593,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-30 10:15,3.36,10025,United Kingdom
536593,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-30 10:15,5.83,10025,United Kingdom
539336,22086,PAPER CHAIN KIT 50'S CHRISTMAS,21,2024-12-30 11:05,2.95,10244,Spain
548214,85099B,JUMBO BAG RED RETROSPOT,1,2024-12-30 11:25,1.96,10939,United Kingdom
548214,22469,HEART OF WICKER SMALL,1,2024-12-30 11:25,1.49,10939,United Kingdom
548214,21212,PACK OF 72 RETROSPOT PAPER  CASES,2,2024-12-30 11:25,0.43,10939,United Kingdom
548214,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 11:25,11.71,10939,United Kingdom
548214,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-12-30 11:25,2.53,10939,United Kingdom
548214,47566,PARTY BUNTING,1,2024-12-30 11:25,4.75,10939,United Kingdom
544840,21931,JUMBO STORAGE BAG SUKI,1,2024-12-30 11:34,2.05,10684,United Kingdom
544840,20725,LUNCH BAG RED RETROSPOT,2,2024-12-30 11:34,1.53,10684,United Kingdom
544840,22383,LUNCH BAG SUKI DESIGN,2,2024-12-30 11:34,1.53,10684,United Kingdom
544840,22556,PLASTERS IN TIN CIRCUS PARADE,1,2024-12-30 11:34,2.1,10684,United Kingdom
544840,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2024-12-30 11:34,3.02,10684,United Kingdom
544840,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2024-12-30 11:34,1.6,10684,United Kingdom
541616,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2024-12-30 12:18,1.36,10411,United Kingdom
541616,21212,PACK OF 72 RETROSPOT PAPER  CASES,12,2024-12-30 12:18,0.47,10411,United Kingdom
541616,20727,LUNCH BAG BLACK SKULL,4,2024-12-30 12:18,1.58,10411,United Kingdom
541616,47566,PARTY BUNTING,1,2024-12-30 12:18,4.66,10411,United Kingdom
541616,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 12:18,11.56,10411,United Kingdom
541616,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-12-30 12:18,2.63,10411,United Kingdom
541616,22556,PLASTERS IN TIN CIRCUS PARADE,3,2024-12-30 12:18,1.95,10411,United Kingdom
541616,22197,POPCORN HOLDER,8,2024-12-30 12:18,0.73,10411,United Kingdom
544955,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2024-12-30 12:40,1.54,10695,Germany
544955,20728,LUNCH BAG CARS BLUE,8,2024-12-30 12:40,1.54,10695,Germany
544955,22383,LUNCH BAG SUKI DESIGN,8,2024-12-30 12:40,1.55,10695,Germany
544955,21731,RED TOADSTOOL LED NIGHT LIGHT,8,2024-12-30 12:40,1.41,10695,Germany
538404,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-12-30 15:03,2.36,10166,Netherlands
538404,22457,NATURAL SLATE HEART MEMO BOARD,1,2024-12-30 15:03,3.07,10166,Netherlands
538404,20725,LUNCH BAG RED RETROSPOT,2,2024-12-30 15:03,1.54,10166,Netherlands
538404,22383,LUNCH BAG SUKI DESIGN,2,2024-12-30 15:03,1.5,10166,Netherlands
538404,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2024-12-30 15:03,1.5,10166,Netherlands
538404,22469,HEART OF WICKER SMALL,2,2024-12-30 15:03,1.47,10166,Netherlands
538404,20727,LUNCH BAG BLACK SKULL,1,2024-12-30 15:03,1.64,10166,Netherlands
539399,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 15:10,13.67,10246,EIRE
539399,22554,PLASTERS IN TIN WOODLAND ANIMALS,9,2024-12-30 15:10,1.86,10246,EIRE
539399,22960,JAM MAKING SET WITH JARS,4,2024-12-30 15:10,4.07,10246,EIRE
538157,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-12-30 16:59,5.08,10144,Germany
538157,22197,POPCORN HOLDER,17,2024-12-30 16:59,0.77,10144,Germany
538157,20725,LUNCH BAG RED RETROSPOT,9,2024-12-30 16:59,1.47,10144,Germany
538157,21212,PACK OF 72 RETROSPOT PAPER  CASES,27,2024-12-30 16:59,0.47,10144,Germany
538157,22457,NATURAL SLATE HEART MEMO BOARD,4,2024-12-30 16:59,3.07,10144,Germany
538157,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 16:59,14.67,10144,Germany
538157,20728,LUNCH BAG CARS BLUE,9,2024-12-30 16:59,1.49,10144,Germany
536668,21731,RED TOADSTOOL LED NIGHT LIGHT,14,2024-12-30 17:48,1.3,10033,Spain
536668,22960,JAM MAKING SET WITH JARS,4,2024-12-30 17:48,3.97,10033,Spain
536668,22556,PLASTERS IN TIN CIRCUS PARADE,10,2024-12-30 17:48,1.84,10033,Spain
536668,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2024-12-30 17:48,2.91,10033,Spain
536668,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2024-12-30 17:48,1.69,10033,Spain
536669,20727,LUNCH BAG BLACK SKULL,16,2024-12-30 20:49,1.49,10033,Spain
536669,22383,LUNCH BAG SUKI DESIGN,15,2024-12-30 20:49,1.58,10033,Spain
536669,21212,PACK OF 72 RETROSPOT PAPER  CASES,52,2024-12-30 20:49,0.45,10033,Spain
536669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-12-30 20:49,2.4,10033,Spain
538779,21731,RED TOADSTOOL LED NIGHT LIGHT,47,2024-12-30 21:14,1.25,10201,EIRE
551234,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 21:15,14.8,11177,United Kingdom
551234,20728,LUNCH BAG CARS BLUE,11,2024-12-30 21:15,1.5,11177,United Kingdom
551234,21212,PACK OF 72 RETROSPOT PAPER  CASES,32,2024-12-30 21:15,0.5,11177,United Kingdom
550752,20727,LUNCH BAG BLACK SKULL,7,2024-12-30 22:11,1.5,11136,Netherlands
550752,22469,HEART OF WICKER SMALL,7,2024-12-30 22:11,1.62,11136,Netherlands
550752,85099B,JUMBO BAG RED RETROSPOT,6,2024-12-30 22:11,1.95,11136,Netherlands
550752,22554,PLASTERS IN TIN WOODLAND ANIMALS,6,2024-12-30 22:11,1.74,11136,Netherlands
550752,21212,PACK OF 72 RETROSPOT PAPER  CASES,21,2024-12-30 22:11,0.53,11136,Netherlands
550752,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-30 22:11,13.76,11136,Netherlands
550752,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2024-12-30 22:11,2.83,11136,Netherlands
546196,22554,PLASTERS IN TIN WOODLAND ANIMALS,11,2024-12-30 23:13,2.09,10791,United Kingdom
546196,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2024-12-30 23:13,2.76,10791,United Kingdom
546196,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2024-12-30 23:13,1.9,10791,United Kingdom
546196,22556,PLASTERS IN TIN CIRCUS PARADE,13,2024-12-30 23:13,1.7,10791,United Kingdom
546196,21731,RED TOADSTOOL LED NIGHT LIGHT,17,2024-12-30 23:13,1.3,10791,United Kingdom
538311,22197,POPCORN HOLDER,24,2024-12-31 00:41,0.83,10152,Germany
539733,21212,PACK OF 72 RETROSPOT PAPER  CASES,32,2024-12-31 00:51,0.53,10274,EIRE
539733,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-12-31 00:51,2.1,10274,EIRE
539733,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2024-12-31 00:51,1.79,10274,EIRE
549650,22556,PLASTERS IN TIN CIRCUS PARADE,4,2024-12-31 01:46,1.74,11055,Netherlands
549650,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2024-12-31 01:46,1.77,11055,Netherlands
549650,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2024-12-31 01:46,2.64,11055,Netherlands
549650,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-12-31 01:46,2.41,11055,Netherlands
549650,85099B,JUMBO BAG RED RETROSPOT,3,2024-12-31 01:46,1.85,11055,Netherlands
539049,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-31 03:02,12.23,10226,United Kingdom
539049,21931,JUMBO STORAGE BAG SUKI,5,2024-12-31 03:02,2.06,10226,United Kingdom
539049,22556,PLASTERS IN TIN CIRCUS PARADE,6,2024-12-31 03:02,1.68,10226,United Kingdom
539049,47566,PARTY BUNTING,2,2024-12-31 03:02,5.07,10226,United Kingdom
539620,22383,LUNCH BAG SUKI DESIGN,48,2024-12-31 04:47,1.49,10268,Spain
539620,22554,PLASTERS IN TIN WOODLAND ANIMALS,42,2024-12-31 04:47,1.7,10268,Spain
538013,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-12-31 06:12,1.35,10132,United Kingdom
538013,22554,PLASTERS IN TIN WOODLAND ANIMALS,5,2024-12-31 06:12,2.02,10132,United Kingdom
538013,20728,LUNCH BAG CARS BLUE,7,2024-12-31 06:12,1.5,10132,United Kingdom
538013,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-12-31 06:12,5.35,10132,United Kingdom
538013,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2024-12-31 06:12,1.84,10132,United Kingdom
538013,22197,POPCORN HOLDER,13,2024-12-31 06:12,0.81,10132,United Kingdom
547314,20725,LUNCH BAG RED RETROSPOT,49,2024-12-31 06:47,1.62,10871,Germany
547314,20728,LUNCH BAG CARS BLUE,51,2024-12-31 06:47,1.54,10871,Germany
546550,22554,PLASTERS IN TIN WOODLAND ANIMALS,23,2024-12-31 07:11,1.82,10823,France
546550,47566,PARTY BUNTING,8,2024-12-31 07:11,5.53,10823,France
537651,21212,PACK OF 72 RETROSPOT PAPER  CASES,4,2024-12-31 10:29,0.51,10105,France
537651,22197,POPCORN HOLDER,2,2024-12-31 10:29,0.84,10105,France
537651,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-12-31 10:29,5.86,10105,France
537651,47566,PARTY BUNTING,1,2024-12-31 10:29,4.6,10105,France
537651,85099B,JUMBO BAG RED RETROSPOT,1,2024-12-31 10:29,2.0,10105,France
542482,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2024-12-31 12:19,5.2,10486,Germany
542482,47566,PARTY BUNTING,4,2024-12-31 12:19,5.68,10486,Germany
542482,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2024-12-31 12:19,1.91,10486,Germany
542482,20725,LUNCH BAG RED RETROSPOT,14,2024-12-31 12:19,1.46,10486,Germany
542482,21212,PACK OF 72 RETROSPOT PAPER  CASES,45,2024-12-31 12:19,0.45,10486,Germany
539453,22197,POPCORN HOLDER,10,2024-12-31 12:21,0.83,10249,United Kingdom
539453,22960,JAM MAKING SET WITH JARS,2,2024-12-31 12:21,4.07,10249,United Kingdom
539453,21212,PACK OF 72 RETROSPOT PAPER  CASES,15,2024-12-31 12:21,0.53,10249,United Kingdom
539453,22423,REGENCY CAKESTAND 3 TIER,1,2024-12-31 12:21,13.38,10249,United Kingdom
543131,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2024-12-31 13:26,3.36,10540,Germany
543131,20725,LUNCH BAG RED RETROSPOT,5,2024-12-31 13:26,1.55,10540,Germany
